"PaperTitle"	"Year"	"EstimatedCitation"	"Location"	"Longitude"	"Latitude"	"CitationCount"
"a pathology deep learning system capable of triage of melanoma specimens utilizing dermatopathologist consensus as ground truth"	2021	0	"Montreal, Canada"	-73.55468	45.5124	0
"enhancing the reproducibility of group analysis with randomized brain parcellations"	2013	6	"Nagoya - Japan"	136.919037	35.15065	6
"a multistructural imaging marker for non invasive lateralization of temporal lobe epilepsy"	2015	1	"New York"	-74.00712	40.71455	1
"using quantitative imaging techniques to assess vascularity in aids related kaposi s sarcoma"	2006	7	"New York, NY, USA"	-74.00712	40.71455	7
"chest pathology detection using deep learning with non medical training"	2015	352	"New York"	-74.00712	40.71455	246
"advanced machine learning and textural methods in monitoring cell death using quantitative ultrasound spectroscopy"	2015	5	"New York"	-74.00712	40.71455	5
"тучные клетки ключевые участники патогенеза иммуновоспалительных заболеваний"	2015	0	"Amsterdam"	5.00276947	52.3532181	0
"uric acid prevents traumatic cell death and neuronal dysfunction in organotypic hippocampal slice cultures"	2010	0	"New York, NY, USA"	-74.00712	40.71455	0
"vascular perfusion of implanted human engineered cardiac tissue"	2014	4	"Boston, MA, USA"	-71.05674	42.35866	4
"quantitative imaging biomarkers in neurologic disease population study perspective"	2012	1	"Barcelona, Spain"	2.16835	41.3875	1
"neural networks with macrolayers for classification and prognosis of pathology of the retina of the eye"	2013	0	"Innsbruck, Austria"	11.3913	47.268	0
"feature extraction for retinal vascular network classification"	2014	3	"Valencia, Spain"	-0.37686	39.46899	3
"a neonatal brain mr image template of 1 week newborn"	2012	5	"Pisa, Italy"	10.39946	43.70996	5
"ciliary motility activity measurement using a dense optical flow algorithm"	2013	2	"Osaka, Japan"	135.5016	34.68714	2
"expression of nicotinic acetylcholine receptor in human bronchial epithelium is associated with severity of airflow obstruction"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"image based red cell counting for wild animals blood"	2010	8	"Buenos Aires, Argentina"	-58.37349	-34.60851	8
"thermal laser therapeutic system velmi for treatment of genital papillomavirus infection"	2014	0	"Zurich, Switzerland"	8.53956	47.37707	0
"image based in situ sequencing for rna analysis in tissue"	2014	4	"Beijing"	116.38765	39.90657	4
"pathology robustmr intensity normalizationwith global and local constraints"	2011	3	"Chicago, IL, USA"	-87.63245	41.88425	3
"determining the relative prevalence of different subpopulations in heterogeneous cancer tissue"	2012	1	"Algarve, Portugal"	-8.124373	37.2385559	1
"identification of different types of lymphoblasts in acute lymphoblastic leukemia using relevance vector machines"	2009	9	"Minneapolis, Minnesota, USA"	-93.26494	44.97902	9
"analysis of sub anatomic volume changes in alzheimer brain using diffusion tensor imaging"	2014	1	"Boston, MA, USA"	-71.05674	42.35866	1
"thermographic investigation of osseous stress pathology"	2011	6	"Boston, MA, USA"	-71.05674	42.35866	6
"automatic extraction of positive cells in tumor immunohistochemical pathology image based on ycbcr"	2006	5	"Dalian, China"	121.566872	38.9389	5
"gender differences in 5 and 12 15 lipoxygenases products in bronchoalveolar lavage fluid from healthy never smokers smoker and copd patients"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"a standardized method to automatically segment amyloid plaques in congo red stained sections from alzheimer transgenic mice"	2007	7	"Lyon, France"	4.82898	45.75939	7
"combining field imaging endoscopy with point analysis spectroscopy for improving early lung cancer detection"	2008	5	"Vancouver, BC, Canada"	-123.113358	49.26038	5
"computer aided prognosis of neuroblastoma detection of mitosis and karyorrhexis cells in digitized histological images"	2009	78	"Minneapolis, Minnesota, USA"	-93.26494	44.97902	49
"heat shock induced apoptosis in normal and tumor human umbilical vein cells huvecs"	2007	0	"Lyon, France"	4.82898	45.75939	0
"regulation and role of notch signaling in epithelial progenitor cell differentiation and proliferation in the normal and the fibrotic lung"	2011	1	"Denver, Colorado"	-104.989174	39.73715	1
"moving beyond color the case for multispectral imaging in brightfield pathology"	2009	9	"Boston, MA, USA"	-71.05674	42.35866	9
"segmentation of prostatic glands in histology images"	2011	12	"Chicago, IL, USA"	-87.63245	41.88425	12
"segmentation free measurement of cortical thickness from mri"	2008	3	"Paris, France"	2.339754	48.8631859	3
"thermography in psoriasis vulgaris evaluation"	2005	10	"Shanghai, China"	121.4747	31.25516	10
"automated segmentation of cortical necrosis using awavelet based abnormality detection system"	2011	3	"Chicago, IL, USA"	-87.63245	41.88425	3
"prognostic value of brain tissue pathological changes in patients with clinically isolated syndromes cis suggestive of multiple sclerosis using magnetization transfer ratio mtr"	2007	2	"Lyon, France"	4.82898	45.75939	2
"analysis of adventitious lung sounds originating from pulmonary tuberculosis"	2013	4	"Osaka, Japan"	135.5016	34.68714	4
"in vivo high throughput imaging for functional characterization of the embryonic zebrafish heart"	2011	6	"Chicago, IL, USA"	-87.63245	41.88425	6
"semi automatic classification of lesion patterns in patients with clinically isolated syndrome"	2013	6	"San Francisco, CA, USA"	-122.429047	37.77986	6
"automated calcium measurements in live cardiomyocytes"	2008	4	"Paris, France"	2.339754	48.8631859	4
"manganese enhanced mri of hypoxic ischemic brain injuries using mn dpdp"	2009	4	"Minneapolis, Minnesota, USA"	-93.26494	44.97902	4
"magnetic resonance imaging mri of inflammation in stroke"	2007	2	"Lyon, France"	4.82898	45.75939	2
"image analysis of breast tumors using thermal texture mapping ttm"	2005	4	"Shanghai, China"	121.4747	31.25516	4
"in vitro sheep fetal lung acoustic scatterer size characterization"	1995	0	"Montreal, Canada"	-73.55468	45.5124	0
"инфекционный эндокардит в практике ревматолога вопросы клинической картины и диагностики"	2015	0	"Amsterdam"	5.00276947	52.3532181	0
"classification of alzheimer s disease from mri using sulcal morphology"	2015	9	"Copenhagen, Denmark"	12.56756	55.67567	9
"polidocanil induced tracheal injury repairs with rapid expansion of rare keratin14 positive cells with transdifferentiation to a ciliated epithelium in 8 days"	2009	0	"San Diego, California"	-117.1625	32.715	0
"human feasibility study of fluorescence spectroscopy guided optical biopsy needle for prostate cancer diagnosis"	2015	3	"Milan, Italy"	9.18109	45.46888	3
"a case of rheumatoidaarthritis presenting with myeloperoxidase antineutrophil cytoplasmatic antibody mpo anca associated vasculitis and diffused alveolar hemorrhage"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"characterization of a murine model of acute chest syndrome"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"e cadherin cd103 interactions regulate resolution of neutrophilic inflammation in acute lung injury"	2009	0	"San Diego, California"	-117.1625	32.715	0
"the epithelial expression of tnf alpha is enhanced in severe asthma relevance of nfκb and response to viral and bacterial stimuli"	2009	1	"San Diego, California"	-117.1625	32.715	1
"direct imaging of collagen and elastin structures in inflated frozen human lung specimens at 60oc using harmonic generation and multiphoton microscopy"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"inhibition of the bh3 only protein bik by cigarette smoke sustains mucous cell metaplasia in chronic bronchitis"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"in vivo imaging of chronic asthma in a triple allergen mouse model using fluorescence molecular tomography"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"contribution of bronchioalveolar stem cells in alveolar repair in murine models of emphysema"	2009	0	"San Diego, California"	-117.1625	32.715	0
"an analysis of prognostic factor for diffuse alveolar hemorrhage patients"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"comparison of patients with idiopathic connective tissue disease and positive serology associated usual interstitial pneumonia"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"search for interstitial lung disease etiology in children a step by step approach"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"serum levels of ykl 40 an interstitial lung disease biomarker in patients with autoimmune alveolar proteinosis"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"bone marrow derived c kit positive cells in pulmonary arterial hypertension"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"lung cancer and stage at diagnosis associations in the vitamins and lifestyle vital study"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"genetic genomic and clinical characterization of cystic fibrosis in a pediatric population"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"effect of dickkopf 1 on the differentiation of ciliated cells in the airway epithelium"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"novel in vivo imaging of the bronchial mucosa using an integrated type endo cytoscopy system"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"infants with bronchopulmonary dysplasia bpd have fewer pro angiogenic circulating progenitor cells and decreased pulmonary diffusion"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"electrical muscle stimulation ems in cystic fibrosis"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"dnah11mutations are a common cause of primary ciliary dyskinesia pcd in patients with normal ciliary dynein arms"	2009	0	"San Diego, California"	-117.1625	32.715	0
"matrix production in parenchymal fibroblasts from uncontrolled asthmatics negatively correlate to nitric oxide in these patients"	2011	1	"Denver, Colorado"	-104.989174	39.73715	1
"early interstitial lung disease characterization via lung peel analysis"	2009	0	"San Diego, California"	-117.1625	32.715	0
"a pilot study of18fdg pet imaging to detect changes in airways inflammation in pediatric cystic fibrosis patients after treatment for a pulmonary exacerbation"	2009	0	"San Diego, California"	-117.1625	32.715	0
"circulating vascular endothelial growth factor in idiopathic pulmonary fibrosis and its relation to clinical factors"	2009	0	"San Diego, California"	-117.1625	32.715	0
"invasive pulmonary aspergillosis"	2009	0	"San Diego, California"	-117.1625	32.715	0
"concordance between morphological and hrct scan findings in the diagnosis of non specific interstitial pneumonia nsip"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"profile of chylous fluid derived from lymphangioleiomyomatosis lam patients"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"positive endothelium expression of i cam and v cam in lung tissue of patients with systemic sclerosis"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"a candidate marker protein in the bronchoalveolar lavage fluid predictive for future emphysema in the current smokers"	2009	0	"San Diego, California"	-117.1625	32.715	0
"diagnosis of disseminated histoplasmosis by peripheral smear in an immune competent host"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"a spheroid endothelial cell culture model as a a bioassay to study growth responses by serum samples from patients with pulmonary hypertension"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"challenges in diagnosing tuberculosis patients in a low incidence country"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"large scale genotyping in a trauma cohort identifies pathways associated with acute kidney injury following trauma"	2010	1	"New Orleans, Louisiana"	-90.07775	29.9537	1
"salivary amylase level in bronchoalveolar fluid as a marker of chronic aspiration of oral secretions in children"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"copdgene patients exposed to workplace gas smoke chemical vapors and fumes have more emphysema and exacerbations and worse lung function"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"serum kl 6 is a useful diagnostic and prognostic biomarker in idiopathic interstitial pneumonia in german patients"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
